"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M2"	"Retinoid metabolism and transport"	"Retinoid metabolism and transport"	"1/112"	"41/7644"	0.454895568698146	0.635940962260284	0.54129449822205	"HSPG2"	1
"M2"	"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	"1/112"	"42/7644"	0.462925516916718	0.642866664688333	0.547189455211928	"HSPA8"	1
"M2"	"Transcriptional regulation of pluripotent stem cells"	"Transcriptional regulation of pluripotent stem cells"	"1/112"	"42/7644"	0.462925516916718	0.642866664688333	0.547189455211928	"KLF4"	1
"M2"	"Iron uptake and transport"	"Iron uptake and transport"	"1/112"	"43/7644"	0.470838216483323	0.649539189736069	0.552868914960442	"CP"	1
"M2"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"1/112"	"43/7644"	0.470838216483323	0.649539189736069	0.552868914960442	"PDPR"	1
"M2"	"NRAGE signals death through JNK"	"NRAGE signals death through JNK"	"1/112"	"45/7644"	0.486318632511791	0.666699636513331	0.567475389427111	"FGD2"	1
"M2"	"PPARA activates gene expression"	"PPARA activates gene expression"	"2/112"	"111/7644"	0.486467438125756	0.666699636513331	0.567475389427111	"MED23/ABCA1"	2
"M2"	"Hexose transport"	"Hexose transport"	"1/112"	"46/7644"	0.493889669906011	0.674659745165727	0.574250802986693	"HK2"	1
"M2"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"2/112"	"114/7644"	0.50060048946088	0.680403708771214	0.579139898173433	"MED23/ABCA1"	2
"M2"	"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	"1/112"	"47/7644"	0.501350101199842	0.680403708771214	0.579139898173433	"HIF1A"	1
"M2"	"G beta:gamma signalling through PI3Kgamma"	"G beta:gamma signalling through PI3Kgamma"	"1/112"	"48/7644"	0.508701527903227	0.688146403441905	0.585730255259038	"GNB4"	1
"M2"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"2/112"	"119/7644"	0.523601592480784	0.692859828246171	0.589742185714445	"ITPR2/ITPR3"	2
"M2"	"SLC-mediated transmembrane transport"	"SLC-mediated transmembrane transport"	"4/112"	"259/7644"	0.529445394586805	0.692859828246171	0.589742185714445	"SLC14A1/CP/SLC12A6/HK2"	4
"M2"	"Amyloids"	"Amyloids"	"1/112"	"51/7644"	0.530117452809482	0.692859828246171	0.589742185714445	"HSPG2"	1
"M2"	"Cargo trafficking to the periciliary membrane"	"Cargo trafficking to the periciliary membrane"	"1/112"	"51/7644"	0.530117452809482	0.692859828246171	0.589742185714445	"BBS10"	1
"M2"	"Cellular response to heat stress"	"Cellular response to heat stress"	"1/112"	"51/7644"	0.530117452809482	0.692859828246171	0.589742185714445	"HSPA8"	1
"M2"	"G-protein beta:gamma signalling"	"G-protein beta:gamma signalling"	"1/112"	"51/7644"	0.530117452809482	0.692859828246171	0.589742185714445	"GNB4"	1
"M2"	"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	"1/112"	"51/7644"	0.530117452809482	0.692859828246171	0.589742185714445	"NR4A1"	1
"M2"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"3/112"	"190/7644"	0.530419007269796	0.692859828246171	0.589742185714445	"WIF1/LGR4/BCL9L"	3
"M2"	"RNF mutants show enhanced WNT signaling and proliferation"	"RNF mutants show enhanced WNT signaling and proliferation"	"3/112"	"190/7644"	0.530419007269796	0.692859828246171	0.589742185714445	"WIF1/LGR4/BCL9L"	3
"M2"	"TCF dependent signaling in response to WNT"	"TCF dependent signaling in response to WNT"	"3/112"	"190/7644"	0.530419007269796	0.692859828246171	0.589742185714445	"WIF1/LGR4/BCL9L"	3
"M2"	"XAV939 inhibits tankyrase, stabilizing AXIN"	"XAV939 inhibits tankyrase, stabilizing AXIN"	"3/112"	"190/7644"	0.530419007269796	0.692859828246171	0.589742185714445	"WIF1/LGR4/BCL9L"	3
"M2"	"Rho GTPase cycle"	"Rho GTPase cycle"	"2/112"	"122/7644"	0.537061932966945	0.697179776335972	0.593419200205386	"ARHGAP29/FGD2"	2
"M2"	"Signaling by Rho GTPases"	"Signaling by Rho GTPases"	"2/112"	"122/7644"	0.537061932966945	0.697179776335972	0.593419200205386	"ARHGAP29/FGD2"	2
"M2"	"Assembly of collagen fibrils and other multimeric structures"	"Assembly of collagen fibrils and other multimeric structures"	"1/112"	"54/7644"	0.550607821450891	0.710352065945902	0.604631070988958	"CTSS"	1
"M2"	"AUF1 (hnRNP D0) destabilizes mRNA"	"AUF1 (hnRNP D0) destabilizes mRNA"	"1/112"	"54/7644"	0.550607821450891	0.710352065945902	0.604631070988958	"HSPA8"	1
"M2"	"Circadian Clock"	"Circadian Clock"	"1/112"	"55/7644"	0.557239168486135	0.716695299776013	0.610030247605874	"HIF1A"	1
"M2"	"formation of the beta-catenin:TCF transactivating complex"	"formation of the beta-catenin:TCF transactivating complex"	"1/112"	"58/7644"	0.57655685593481	0.739266152701689	0.629241902828434	"BCL9L"	1
"M2"	"Translocation of GLUT4 to the plasma membrane"	"Translocation of GLUT4 to the plasma membrane"	"1/112"	"60/7644"	0.588968829389806	0.752871469984523	0.640822354204907	"LNPEP"	1
"M2"	"Neuronal System"	"Neuronal System"	"4/112"	"280/7644"	0.591751409035796	0.75412222249074	0.641886958453463	"HSPA8/GNB4/GABRB1/ADCY7"	4
"M2"	"Cell death signalling via NRAGE, NRIF and NADE"	"Cell death signalling via NRAGE, NRIF and NADE"	"1/112"	"61/7644"	0.595038909968438	0.756006882573881	0.643491126441632	"FGD2"	1
"M2"	"Signaling by WNT in cancer"	"Signaling by WNT in cancer"	"3/112"	"212/7644"	0.605288879572992	0.766699247459124	0.652592157242971	"WIF1/LGR4/BCL9L"	3
"M2"	"O-linked glycosylation of mucins"	"O-linked glycosylation of mucins"	"1/112"	"64/7644"	0.612721166295927	0.770505590990282	0.655832006433431	"B3GNT9"	1
"M2"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"2/112"	"141/7644"	0.616185163102469	0.770505590990282	0.655832006433431	"NR4A1/CD86"	2
"M2"	"Signaling by SCF-KIT"	"Signaling by SCF-KIT"	"2/112"	"144/7644"	0.627699399098432	0.770505590990282	0.655832006433431	"NR4A1/CD86"	2
"M2"	"Latent infection of Homo sapiens with Mycobacterium tuberculosis"	"Latent infection of Homo sapiens with Mycobacterium tuberculosis"	"1/112"	"68/7644"	0.635112472117902	0.770505590990282	0.655832006433431	"CYBB"	1
"M2"	"PI3K Cascade"	"PI3K Cascade"	"1/112"	"68/7644"	0.635112472117902	0.770505590990282	0.655832006433431	"PDE3B"	1
"M2"	"Loss of Function of SMAD2/3 in Cancer"	"Loss of Function of SMAD2/3 in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"Loss of Function of SMAD4 in Cancer"	"Loss of Function of SMAD4 in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"Loss of Function of TGFBR1 in Cancer"	"Loss of Function of TGFBR1 in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"Loss of Function of TGFBR2 in Cancer"	"Loss of Function of TGFBR2 in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"Signaling by TGF-beta Receptor Complex"	"Signaling by TGF-beta Receptor Complex"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"Signaling by TGF-beta Receptor Complex in Cancer"	"Signaling by TGF-beta Receptor Complex in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"SMAD2/3 MH2 Domain Mutants in Cancer"	"SMAD2/3 MH2 Domain Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"SMAD4 MH2 Domain Mutants in Cancer"	"SMAD4 MH2 Domain Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"TGFBR1 KD Mutants in Cancer"	"TGFBR1 KD Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"TGFBR1 LBD Mutants in Cancer"	"TGFBR1 LBD Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"TGFBR2 Kinase Domain Mutants in Cancer"	"TGFBR2 Kinase Domain Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"TGFBR2 MSI Frameshift Mutants in Cancer"	"TGFBR2 MSI Frameshift Mutants in Cancer"	"1/112"	"70/7644"	0.645822075757042	0.770505590990282	0.655832006433431	"TGFBR2"	1
"M2"	"Sphingolipid metabolism"	"Sphingolipid metabolism"	"1/112"	"71/7644"	0.651059457261559	0.770505590990282	0.655832006433431	"SPTLC1"	1
"M2"	"FBXW7 Mutants and NOTCH1 in Cancer"	"FBXW7 Mutants and NOTCH1 in Cancer"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by NOTCH1"	"Signaling by NOTCH1"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by NOTCH1 in Cancer"	"Signaling by NOTCH1 in Cancer"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"1/112"	"72/7644"	0.656220072709427	0.770505590990282	0.655832006433431	"HIF1A"	1
"M2"	"Signaling by ERBB4"	"Signaling by ERBB4"	"2/112"	"154/7644"	0.664163278154796	0.777647759856316	0.66191121337556	"NR4A1/CD86"	2
"M2"	"Complement cascade"	"Complement cascade"	"1/112"	"75/7644"	0.671252394627365	0.78375279596156	0.667107642999263	"CFH"	1
"M2"	"FCERI mediated MAPK activation"	"FCERI mediated MAPK activation"	"1/112"	"77/7644"	0.680910133813063	0.792814584773984	0.674820774750961	"MAP3K1"	1
"M2"	"Metabolism of nucleotides"	"Metabolism of nucleotides"	"1/112"	"78/7644"	0.685633018048947	0.796096115401277	0.677613918422643	"NT5C2"	1
"M2"	"p75 NTR receptor-mediated signalling"	"p75 NTR receptor-mediated signalling"	"1/112"	"83/7644"	0.70822803865417	0.804432004265682	0.684709185197181	"FGD2"	1
"M2"	"Peptide hormone metabolism"	"Peptide hormone metabolism"	"1/112"	"83/7644"	0.70822803865417	0.804432004265682	0.684709185197181	"KLF4"	1
"M2"	"Cellular responses to stress"	"Cellular responses to stress"	"3/112"	"249/7644"	0.71253609368522	0.804432004265682	0.684709185197181	"HSPA8/VEGFA/HIF1A"	3
"M2"	"Downstream signaling events of B Cell Receptor (BCR)"	"Downstream signaling events of B Cell Receptor (BCR)"	"2/112"	"170/7644"	0.716524051488949	0.804432004265682	0.684709185197181	"NR4A1/CD86"	2
"M2"	"Cell junction organization"	"Cell junction organization"	"1/112"	"85/7644"	0.716808532842847	0.804432004265682	0.684709185197181	"ITGB1"	1
"M2"	"IRS-mediated signalling"	"IRS-mediated signalling"	"1/112"	"85/7644"	0.716808532842847	0.804432004265682	0.684709185197181	"PDE3B"	1
"M2"	"Collagen formation"	"Collagen formation"	"1/112"	"86/7644"	0.721004517010277	0.804432004265682	0.684709185197181	"CTSS"	1
"M2"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"1/112"	"86/7644"	0.721004517010277	0.804432004265682	0.684709185197181	"HSPA8"	1
"M2"	"IRS-related events"	"IRS-related events"	"1/112"	"88/7644"	0.729212510326611	0.804432004265682	0.684709185197181	"PDE3B"	1
"M2"	"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective GGT1 causes Glutathionuria (GLUTH)"	"Defective GGT1 causes Glutathionuria (GLUTH)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)"	"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective UGT1A1 causes hyperbilirubinemia"	"Defective UGT1A1 causes hyperbilirubinemia"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Defective UGT1A4 causes hyperbilirubinemia"	"Defective UGT1A4 causes hyperbilirubinemia"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"IRS-related events triggered by IGF1R"	"IRS-related events triggered by IGF1R"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"PDE3B"	1
"M2"	"Phase II conjugation"	"Phase II conjugation"	"1/112"	"89/7644"	0.733226300538816	0.804432004265682	0.684709185197181	"SULT1C4"	1
"M2"	"Diseases associated with visual transduction"	"Diseases associated with visual transduction"	"1/112"	"92/7644"	0.74491726390168	0.806672062981612	0.686615858191349	"HSPG2"	1
"M2"	"IGF1R signaling cascade"	"IGF1R signaling cascade"	"1/112"	"92/7644"	0.74491726390168	0.806672062981612	0.686615858191349	"PDE3B"	1
"M2"	"Insulin receptor signalling cascade"	"Insulin receptor signalling cascade"	"1/112"	"92/7644"	0.74491726390168	0.806672062981612	0.686615858191349	"PDE3B"	1
"M2"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"1/112"	"92/7644"	0.74491726390168	0.806672062981612	0.686615858191349	"PDE3B"	1
"M2"	"Visual phototransduction"	"Visual phototransduction"	"1/112"	"92/7644"	0.74491726390168	0.806672062981612	0.686615858191349	"HSPG2"	1
"M2"	"Fatty acid, triacylglycerol, and ketone body metabolism"	"Fatty acid, triacylglycerol, and ketone body metabolism"	"2/112"	"181/7644"	0.748452469361261	0.80840602633852	0.688091757497909	"MED23/ABCA1"	2
"M2"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"1/112"	"94/7644"	0.752427666912042	0.810605063838231	0.689963514422871	"SLC12A6"	1
"M2"	"Hedgehog 'off' state"	"Hedgehog 'off' state"	"1/112"	"99/7644"	0.770258444977717	0.821347015307871	0.699106751886327	"ADCY7"	1
"M2"	"MyD88-independent cascade"	"MyD88-independent cascade"	"1/112"	"99/7644"	0.770258444977717	0.821347015307871	0.699106751886327	"TLR4"	1
"M2"	"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	"1/112"	"99/7644"	0.770258444977717	0.821347015307871	0.699106751886327	"TLR4"	1
"M2"	"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	"1/112"	"99/7644"	0.770258444977717	0.821347015307871	0.699106751886327	"TLR4"	1
"M2"	"Nonsense-Mediated Decay (NMD)"	"Nonsense-Mediated Decay (NMD)"	"1/112"	"106/7644"	0.793102352369447	0.841413155559464	0.716186468343236	"SMG8"	1
"M2"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"1/112"	"106/7644"	0.793102352369447	0.841413155559464	0.716186468343236	"SMG8"	1
"M2"	"SRP-dependent cotranslational protein targeting to membrane"	"SRP-dependent cotranslational protein targeting to membrane"	"1/112"	"109/7644"	0.802189481735158	0.848899249026066	0.722558413928004	"TRAM1"	1
"M2"	"mRNA Splicing"	"mRNA Splicing"	"1/112"	"113/7644"	0.813693083971362	0.856734783627278	0.729227793669151	"HSPA8"	1
"M2"	"mRNA Splicing - Major Pathway"	"mRNA Splicing - Major Pathway"	"1/112"	"113/7644"	0.813693083971362	0.856734783627278	0.729227793669151	"HSPA8"	1
"M2"	"Orphan transporters"	"Orphan transporters"	"1/112"	"114/7644"	0.816463814896234	0.85749214730308	0.729872439658627	"GABRB1"	1
"M2"	"Antigen processing: Ubiquitination & Proteasome degradation"	"Antigen processing: Ubiquitination & Proteasome degradation"	"2/112"	"211/7644"	0.820349360410927	0.858868093585544	0.731043605217613	"LNPEP/ZBTB16"	2
"M2"	"Signaling by Insulin receptor"	"Signaling by Insulin receptor"	"1/112"	"116/7644"	0.821883343144062	0.858868093585544	0.731043605217613	"PDE3B"	1
"M2"	"Signaling by NOTCH"	"Signaling by NOTCH"	"1/112"	"122/7644"	0.837208350425529	0.872700973760277	0.742817751525998	"HIF1A"	1
"M2"	"Cell-Cell communication"	"Cell-Cell communication"	"1/112"	"130/7644"	0.855626759690366	0.889681556095952	0.757271130597914	"ITGB1"	1
"M2"	"Host Interactions of HIV factors"	"Host Interactions of HIV factors"	"1/112"	"135/7644"	0.866073226831757	0.895934803966777	0.762593713776808	"DOCK2"	1
"M2"	"Mitotic G1-G1/S phases"	"Mitotic G1-G1/S phases"	"1/112"	"135/7644"	0.866073226831757	0.895934803966777	0.762593713776808	"RBL2"	1
"M2"	"Signaling by Hedgehog"	"Signaling by Hedgehog"	"1/112"	"136/7644"	0.868070802886471	0.895934803966777	0.762593713776808	"ADCY7"	1
"M2"	"Processing of Capped Intron-Containing Pre-mRNA"	"Processing of Capped Intron-Containing Pre-mRNA"	"1/112"	"144/7644"	0.883023806605363	0.909123032416359	0.773819151238301	"HSPA8"	1
"M2"	"The citric acid (TCA) cycle and respiratory electron transport"	"The citric acid (TCA) cycle and respiratory electron transport"	"1/112"	"147/7644"	0.888187149164906	0.909438773511563	0.774087900898787	"PDPR"	1
"M2"	"Apoptosis"	"Apoptosis"	"1/112"	"148/7644"	0.889857555900071	0.909438773511563	0.774087900898787	"TNFSF10"	1
"M2"	"Translation"	"Translation"	"1/112"	"148/7644"	0.889857555900071	0.909438773511563	0.774087900898787	"TRAM1"	1
"M2"	"Programmed Cell Death"	"Programmed Cell Death"	"1/112"	"160/7644"	0.908073236161073	0.92579173833007	0.788007070147478	"TNFSF10"	1
"M2"	"Post-translational protein modification"	"Post-translational protein modification"	"2/112"	"278/7644"	0.919059513951057	0.934712595697182	0.795600245141394	"ADAMTS1/B3GNT9"	2
"M2"	"Biological oxidations"	"Biological oxidations"	"1/112"	"174/7644"	0.925581088305607	0.939060424543067	0.799300990923084	"SULT1C4"	1
"M2"	"Generic Transcription Pathway"	"Generic Transcription Pathway"	"4/112"	"483/7644"	0.930049105017023	0.93999175554473	0.800093712853484	"NR4A1/MED23/ZNF770/ZNF92"	4
"M2"	"Assembly of the primary cilium"	"Assembly of the primary cilium"	"1/112"	"179/7644"	0.930996619128034	0.93999175554473	0.800093712853484	"BBS10"	1
"M2"	"Metabolism of amino acids and derivatives"	"Metabolism of amino acids and derivatives"	"1/112"	"188/7644"	0.939778547087521	0.946572126945985	0.805694734091521	"AASS"	1
"M2"	"HIV Infection"	"HIV Infection"	"1/112"	"227/7644"	0.966677721827052	0.971325210874297	0.826763841036294	"DOCK2"	1
"M2"	"Organelle biogenesis and maintenance"	"Organelle biogenesis and maintenance"	"1/112"	"324/7644"	0.992457137650776	0.99483713078663	0.846776505177237	"BBS10"	1
"M2"	"Cell Cycle, Mitotic"	"Cell Cycle, Mitotic"	"1/112"	"445/7644"	0.99885048227366	0.99885048227366	0.850192553534367	"RBL2"	1
"M3"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	"5/71"	"54/7644"	0.000133165216667179	0.0467409910501797	0.0424726954212159	"HMGCS1/SEC23A/MBTPS2/SEC24D/SEC24A"	5
"M3"	"Transport to the Golgi and subsequent modification"	"Transport to the Golgi and subsequent modification"	"4/71"	"36/7644"	0.000321641608343687	0.0564481022643172	0.051293372277967	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
"M3"	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	"3/71"	"24/7644"	0.00135133003075425	0.158105613598248	0.143667719059137	"SEC23A/SEC24D/SEC24A"	3
"M3"	"Synthesis of IP2, IP, and Ins in the cytosol"	"Synthesis of IP2, IP, and Ins in the cytosol"	"2/71"	"11/7644"	0.00443198747739208	0.24013167614106	0.218203322449366	"SYNJ1/IMPA1"	2
"M3"	"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	"3/71"	"43/7644"	0.00726498358517213	0.24013167614106	0.218203322449366	"KCNA6/KCND2/KCNA4"	3
"M3"	"Inositol phosphate metabolism"	"Inositol phosphate metabolism"	"3/71"	"44/7644"	0.00774528041066406	0.24013167614106	0.218203322449366	"SYNJ1/PLCB1/IMPA1"	3
"M3"	"Axon guidance"	"Axon guidance"	"8/71"	"327/7644"	0.0104667619703828	0.24013167614106	0.218203322449366	"CHL1/SCN1A/RASA1/SCN3A/EPHA5/SEMA3A/SEMA3E/EPHA3"	8
"M3"	"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	"3/71"	"51/7644"	0.011629737952087	0.24013167614106	0.218203322449366	"RORB/NR4A2/ESRRG"	3
"M3"	"PI Metabolism"	"PI Metabolism"	"3/71"	"51/7644"	0.011629737952087	0.24013167614106	0.218203322449366	"SYNJ1/MTMR7/PIP5K1B"	3
"M3"	"Potassium Channels"	"Potassium Channels"	"4/71"	"99/7644"	0.0132675399474307	0.24013167614106	0.218203322449366	"GNG2/KCNA6/KCND2/KCNA4"	4
"M3"	"G beta:gamma signalling through PLC beta"	"G beta:gamma signalling through PLC beta"	"2/71"	"20/7644"	0.0145076123448896	0.24013167614106	0.218203322449366	"GNG2/PLCB1"	2
"M3"	"Neuronal System"	"Neuronal System"	"7/71"	"280/7644"	0.0147566529963547	0.24013167614106	0.218203322449366	"GRIA2/GNG2/PLCB1/GABRA4/KCNA6/KCND2/KCNA4"	7
"M3"	"Integration of energy metabolism"	"Integration of energy metabolism"	"4/71"	"104/7644"	0.015657054674002	0.24013167614106	0.218203322449366	"ITPR1/GNG2/PLCB1/PRKAA2"	4
"M3"	"Presynaptic function of Kainate receptors"	"Presynaptic function of Kainate receptors"	"2/71"	"21/7644"	0.0159393739287931	0.24013167614106	0.218203322449366	"GNG2/PLCB1"	2
"M3"	"Ca2+ pathway"	"Ca2+ pathway"	"3/71"	"61/7644"	0.0188210545966787	0.24013167614106	0.218203322449366	"ITPR1/GNG2/PLCB1"	3
"M3"	"Nitric oxide stimulates guanylate cyclase"	"Nitric oxide stimulates guanylate cyclase"	"2/71"	"25/7644"	0.0222346173744608	0.24013167614106	0.218203322449366	"ITPR1/GUCY1A2"	2
"M3"	"Synthesis of IP3 and IP4 in the cytosol"	"Synthesis of IP3 and IP4 in the cytosol"	"2/71"	"25/7644"	0.0222346173744608	0.24013167614106	0.218203322449366	"SYNJ1/PLCB1"	2
"M3"	"Asparagine N-linked glycosylation"	"Asparagine N-linked glycosylation"	"4/71"	"118/7644"	0.0237319043626115	0.24013167614106	0.218203322449366	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
"M3"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"4/71"	"118/7644"	0.0237319043626115	0.24013167614106	0.218203322449366	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
"M3"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"4/71"	"118/7644"	0.0237319043626115	0.24013167614106	0.218203322449366	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
"M3"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"4/71"	"118/7644"	0.0237319043626115	0.24013167614106	0.218203322449366	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
"M3"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"4/71"	"118/7644"	0.0237319043626115	0.24013167614106	0.218203322449366	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
"M3"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"4/71"	"118/7644"	0.0237319043626115	0.24013167614106	0.218203322449366	"SEC23A/MAN1A1/SEC24D/SEC24A"	4
