"Module"	"Gene1"	"Gene2"
"M2"	"GBP1"	"S100A2"
"M2"	"GBP1"	"DCP1A"
"M2"	"GBP1"	"AP5B1"
"M2"	"GBP1"	"ZRANB3"
"M2"	"GBP1"	"CDC73"
"M2"	"GBP1"	"CAAP1"
"M2"	"GBP1"	"ANAPC10"
"M2"	"GBP1"	"RNF214"
"M2"	"GBP1"	"CLDN20"
"M2"	"GBP1"	"MTBP"
"M2"	"GBP1"	"ASIC1"
"M2"	"GBP1"	"MCTS1"
"M2"	"GBP1"	"SKA3"
"M2"	"GBP1"	"ZNF816"
"M2"	"GBP1"	"TUSC3"
"M2"	"GBP1"	"CYP11B2"
"M2"	"GBP1"	"TDRKH"
"M2"	"GBP1"	"EFNB1"
"M2"	"GBP1"	"THBS2"
"M2"	"GBP1"	"SERPINB10"
"M2"	"GBP1"	"IGSF6"
"M2"	"GBP1"	"MTOR"
"M2"	"GBP1"	"ANKAR"
"M2"	"GBP1"	"ZNF253"
"M2"	"GBP1"	"PKP4"
"M2"	"GBP1"	"HPCAL4"
"M2"	"GBP1"	"SERPINB2"
"M2"	"GBP1"	"STOX2"
"M2"	"GBP1"	"SERPINB9"
"M2"	"GBP1"	"HTRA3"
"M2"	"GBP1"	"C15orf43"
"M2"	"GBP1"	"GSK3A"
"M2"	"GBP1"	"VMAC"
"M2"	"GBP1"	"ARHGDIB"
"M2"	"GBP1"	"MED13L"
"M2"	"GBP1"	"ENTPD1"
"M2"	"GBP1"	"CPEB4"
"M2"	"GBP1"	"KCNIP4"
"M2"	"GBP1"	"CES3"
"M2"	"GBP1"	"FMO3"
"M2"	"GBP1"	"POLR2G"
"M2"	"GBP1"	"POLR3K"
"M2"	"GBP1"	"TPPP3"
"M2"	"GBP1"	"ANKRD24"
"M2"	"GBP1"	"CDYL2"
"M2"	"GBP1"	"NR2C2"
"M2"	"GBP1"	"ATRN"
"M2"	"GBP1"	"PLAC9"
"M2"	"GBP1"	"ZMYM2"
"M2"	"GBP1"	"DGAT1"
"M2"	"GBP1"	"UNC80"
"M2"	"GBP1"	"ERBB2IP"
"M2"	"GBP1"	"PLD5"
"M2"	"GBP1"	"KRT5"
"M2"	"GBP1"	"TTBK1"
"M2"	"GBP1"	"NPTX1"
"M2"	"HNRNPL"	"EDNRB"
"M2"	"HNRNPL"	"PIK3C2A"
"M2"	"HNRNPL"	"TGFBR2"
"M2"	"HNRNPL"	"PCDHAC2"
"M2"	"ATP5F1"	"IL1RAP"
"M2"	"ATP5F1"	"P2RY12"
"M2"	"RXRB"	"TGFBR2"
"M2"	"PIP5K1B"	"CYBB"
"M2"	"E2F4"	"IL1RAP"
"M2"	"E2F4"	"TGFBR2"
"M2"	"HELZ"	"PLEK"
"M2"	"COG5"	"EDNRB"
"M2"	"COG5"	"TGFBR2"
"M2"	"TBC1D16"	"CYBB"
"M2"	"LRRK2"	"ZNRF3"
"M2"	"LRRK2"	"NVL"
"M2"	"LRRK2"	"FOLR3"
"M2"	"LRRK2"	"PTP4A1"
"M2"	"LRRK2"	"SERPINA12"
"M2"	"LRRK2"	"CD34"
"M2"	"LRRK2"	"MCFD2"
"M2"	"LRRK2"	"CXCL6"
"M2"	"LRRK2"	"MYO5A"
"M2"	"LRRK2"	"RELA"
"M2"	"LRRK2"	"RASSF3"
"M2"	"LRRK2"	"MAGEE1"
"M2"	"LRRK2"	"FGF9"
"M2"	"LRRK2"	"SLC26A9"
"M2"	"LRRK2"	"IMP3"
"M2"	"LRRK2"	"KCNE1"
"M2"	"LRRK2"	"CXCR2"
"M2"	"LRRK2"	"ZNF324B"
"M2"	"LRRK2"	"SREBF2"
"M2"	"LRRK2"	"VPS54"
"M2"	"LRRK2"	"CDH4"
"M2"	"LRRK2"	"MAP3K8"
"M2"	"LRRK2"	"GAS2L2"
"M2"	"LRRK2"	"C1QA"
"M2"	"LRRK2"	"ATF6"
"M2"	"LRRK2"	"ST6GALNAC2"
"M2"	"LRRK2"	"ERH"
"M2"	"LRRK2"	"ZNF620"
"M2"	"LRRK2"	"CEP63"
"M2"	"LRRK2"	"FBXO18"
"M2"	"LRRK2"	"NCF2"
"M2"	"LRRK2"	"TOM1L2"
"M2"	"LRRK2"	"EGR1"
"M2"	"LRRK2"	"CLDN15"
"M2"	"LRRK2"	"EXOSC9"
"M2"	"LRRK2"	"DIO2"
"M2"	"LRRK2"	"TIMP2"
"M2"	"LRRK2"	"TFEC"
"M2"	"LRRK2"	"RLBP1"
"M2"	"LRRK2"	"NOTCH4"
"M2"	"LRRK2"	"TTYH1"
"M2"	"LRRK2"	"PFKFB4"
"M2"	"LRRK2"	"CCDC71L"
"M2"	"LRRK2"	"PARN"
"M2"	"LRRK2"	"SIK1"
"M2"	"LRRK2"	"CELA1"
"M2"	"LRRK2"	"LPL"
"M2"	"LRRK2"	"CEP57L1"
"M2"	"LRRK2"	"USP5"
"M2"	"LRRK2"	"ZNF473"
"M2"	"LRRK2"	"TDP2"
"M2"	"LRRK2"	"CUL3"
"M2"	"LRRK2"	"HCFC1"
"M2"	"LRRK2"	"ZNF844"
"M2"	"LRRK2"	"CDIPT"
"M2"	"LRRK2"	"SCIMP"
"M2"	"LRRK2"	"CHST11"
"M2"	"DERL2"	"IL1RAP"
"M2"	"DERL2"	"P2RY12"
"M2"	"TRHDE"	"CYBB"
"M2"	"TRHDE"	"ARHGAP29"
"M2"	"TRHDE"	"SPTLC1"
"M2"	"CARD9"	"CYBB"
"M2"	"RPL23A"	"EDNRB"
"M2"	"RPL23A"	"HBA2"
"M2"	"ZFP91"	"NRIP1"
"M2"	"ZFP91"	"PIK3C2A"
"M2"	"ZFP91"	"ZDHHC20"
"M2"	"ZFP91"	"PCDHAC2"
"M2"	"ZFP91"	"MTX3"
"M2"	"MAPK8"	"PCDHAC2"
"M2"	"CD163"	"TNS1"
"M2"	"MCM2"	"RAB5B"
"M2"	"MCM2"	"EDNRB"
"M2"	"NR2F2"	"HLA-DPA1"
"M2"	"SH3YL1"	"ADAMTS1"
"M2"	"USP22"	"BCL9L"
"M2"	"USP22"	"CD84"
"M2"	"RHEB"	"NRIP1"
"M2"	"ACPP"	"IKZF1"
"M2"	"ACPP"	"ASAP2"
"M2"	"MIA3"	"P2RY12"
"M2"	"MGA"	"HIF1A"
"M2"	"FYCO1"	"CYBB"
"M2"	"KAZN"	"P2RY12"
"M2"	"SAPCD1"	"ASAP2"
"M2"	"DOCK4"	"RAB5B"
"M2"	"DOCK4"	"EDNRB"
"M2"	"DOCK4"	"CPVL"
"M2"	"CD59"	"CYBB"
"M2"	"CD59"	"HLA-DPA1"
"M2"	"KCNV1"	"CPVL"
"M2"	"OST4"	"EDNRB"
"M2"	"OST4"	"TGFBR2"
"M2"	"MNAT1"	"TLR5"
"M2"	"TMPO"	"MED23"
"M2"	"LSAMP"	"NRIP1"
"M2"	"LSAMP"	"CX3CR1"
"M2"	"MAP3K7"	"CYBB"
"M2"	"MAP3K7"	"NT5C2"
"M2"	"DEDD"	"ADAMTS1"
"M2"	"DDR1"	"UBE2L3"
"M2"	"DDR1"	"EME2"
"M2"	"DDR1"	"ABCA1"
"M2"	"DDR1"	"TCERG1"
"M2"	"DDR1"	"HNRNPUL2"
"M2"	"DDR1"	"FIGF"
"M2"	"DDR1"	"NMT1"
"M2"	"DDR1"	"BMP10"
"M2"	"DDR1"	"HIST2H2AC"
"M2"	"DDR1"	"TUBGCP3"
"M2"	"DDR1"	"NKX2-1"
"M2"	"DDR1"	"CLYBL"
"M2"	"DDR1"	"RNF151"
"M2"	"DDR1"	"ZNF33A"
"M2"	"DDR1"	"INTS10"
"M2"	"DDR1"	"PEX26"
"M2"	"DDR1"	"ZNF383"
"M2"	"DDR1"	"SEMA3F"
"M2"	"DDR1"	"RIPK4"
"M2"	"DDR1"	"DOCK5"
"M2"	"DDR1"	"PRL"
"M2"	"DDR1"	"KIF4A"
"M2"	"DDR1"	"OXSM"
"M2"	"DDR1"	"TINAG"
"M2"	"DDR1"	"BIRC3"
"M2"	"DDR1"	"ZNF274"
"M2"	"DDR1"	"GRHL3"
"M2"	"DDR1"	"S100A2"
"M2"	"DDR1"	"PRPF4"
"M2"	"DDR1"	"CD79B"
"M2"	"DDR1"	"RNF214"
"M2"	"DDR1"	"MTBP"
"M2"	"DDR1"	"SMC5"
"M2"	"DDR1"	"SH3GLB2"
"M2"	"DDR1"	"POLR1B"
"M2"	"DDR1"	"ANKAR"
"M2"	"DDR1"	"SERPINE2"
"M2"	"DDR1"	"TRPC5"
"M2"	"DDR1"	"STOX2"
"M2"	"DDR1"	"SERPINB9"
"M2"	"DDR1"	"GALK2"
"M2"	"DDR1"	"NLRP12"
"M2"	"DDR1"	"DTX3L"
"M2"	"DDR1"	"SALL2"
"M2"	"DDR1"	"ZC3HC1"
"M2"	"DDR1"	"TCF3"
"M2"	"DDR1"	"FZD8"
"M2"	"DDR1"	"EXOC7"
"M2"	"DDR1"	"CACTIN"
"M2"	"DDR1"	"TUBB4A"
"M2"	"DDR1"	"ECSIT"
"M2"	"DDR1"	"CLEC1B"
"M2"	"DDR1"	"DNAAF1"
"M2"	"DDR1"	"CACNA2D3"
"M2"	"DDR1"	"LOH12CR1"
"M2"	"DDR1"	"CSNK1G1"
"M2"	"DDR1"	"BTG2"
"M2"	"DDR1"	"IL1RAPL1"
"M2"	"DDR1"	"USP29"
"M2"	"DDR1"	"SNX30"
"M2"	"DDR1"	"KCNIP4"
"M2"	"DDR1"	"WNT9B"
"M2"	"DDR1"	"ITGB1BP2"
"M2"	"DDR1"	"MAPK12"
"M2"	"DDR1"	"NDRG1"
"M2"	"DDR1"	"LBH"
"M2"	"DDR1"	"SERINC1"
"M2"	"DDR1"	"ARIH1"
"M2"	"DDR1"	"SFMBT1"
"M2"	"DDR1"	"IPO4"
"M2"	"DDR1"	"ZNF566"
"M2"	"DDR1"	"PDCD2"
"M2"	"DDR1"	"KIAA0141"
"M2"	"DDR1"	"SCEL"
"M2"	"DDR1"	"KIAA1522"
"M2"	"DDR1"	"TCFL5"
"M2"	"DDR1"	"FAHD1"
"M2"	"DDR1"	"GZMA"
"M2"	"DDR1"	"GPR179"
"M2"	"PSD"	"CYBB"
"M2"	"PSD"	"CSF3R"
"M2"	"ZFR"	"NRIP1"
"M2"	"ZFR"	"PIK3C2A"
"M2"	"CDH1"	"P2RY12"
"M2"	"SLC2A4RG"	"CYBB"
"M2"	"CHMP2A"	"EDNRB"
"M2"	"CHMP2A"	"TCP11L2"
"M2"	"CHMP2A"	"HLA-DPA1"
"M2"	"CHMP2A"	"CCR1"
"M2"	"TMEM45B"	"PDPR"
"M2"	"TRIM34"	"CYBB"
"M2"	"TRIM34"	"HBB"
"M2"	"JUP"	"MYL9"
"M2"	"JUP"	"CD84"
"M2"	"JUP"	"CYBB"
"M2"	"JUP"	"CSF3R"
"M2"	"JUP"	"SLC12A6"
"M2"	"SCAMP1"	"EDNRB"
"M2"	"ECHDC1"	"P2RY12"
"M2"	"ECHDC1"	"CCR1"
"M2"	"XK"	"CNN2"
"M2"	"XK"	"PIK3C2A"
"M2"	"XK"	"CYBB"
"M2"	"XK"	"HLA-DPA1"
"M2"	"XK"	"SLC12A6"
"M2"	"PATL1"	"TGFBR2"
"M2"	"MLF1"	"EDNRB"
"M2"	"MLF1"	"IKZF1"
"M2"	"RNF38"	"ABCA1"
"M2"	"CLCF1"	"P2RY12"
"M2"	"CDK19"	"IL1RAP"
"M2"	"CDK19"	"CNN2"
"M2"	"CDK19"	"CSF3R"
"M2"	"PHACTR4"	"EDNRB"
"M2"	"PHACTR4"	"HBA2"
"M2"	"CD180"	"P2RY12"
"M2"	"BMP6"	"SDK1"
"M2"	"BMP6"	"SH3GLB1"
"M2"	"BMP6"	"PTP4A1"
"M2"	"BMP6"	"LCP2"
"M2"	"BMP6"	"CSTA"
"M2"	"BMP6"	"SMARCE1"
"M2"	"BMP6"	"BMPR1B"
"M2"	"BMP6"	"TMA16"
"M2"	"BMP6"	"NFATC1"
"M2"	"BMP6"	"ECE1"
"M2"	"BMP6"	"OSGEP"
"M2"	"BMP6"	"TMEM41B"
"M2"	"BMP6"	"CFHR5"
"M2"	"BMP6"	"MOSPD2"
"M2"	"BMP6"	"COX6A2"
"M2"	"BMP6"	"SIN3B"
"M2"	"BMP6"	"C9orf91"
"M2"	"BMP6"	"SCLT1"
"M2"	"BMP6"	"FAHD1"
"M2"	"PIK3CB"	"SLC12A6"
"M2"	"PLS3"	"ASAP2"
"M2"	"PAK1"	"IL1RAP"
"M2"	"PAK1"	"RAB5B"
"M2"	"PAK1"	"AASS"
"M2"	"PCNT"	"EDNRB"
"M2"	"TTBK2"	"TGFBR2"
"M2"	"MARK3"	"CPVL"
"M2"	"BTBD3"	"CD84"
"M2"	"BTBD3"	"CYBB"
"M2"	"PEMT"	"TAP1"
"M2"	"PEMT"	"ASAP2"
"M2"	"DTX1"	"CPVL"
"M2"	"TAPBP"	"TMX1"
"M2"	"TAPBP"	"HLA-DPA1"
"M2"	"TAPBP"	"CCR1"
"M2"	"MPZL2"	"EDNRB"
"M2"	"TGFBR3"	"CYBB"
"M2"	"FBXO22"	"CNN2"
"M2"	"FBXO22"	"CYBB"
"M2"	"FBXO22"	"P2RY12"
"M2"	"FHIT"	"NRIP1"
"M2"	"GRM5"	"ADAP1"
"M2"	"GRM5"	"LARP1"
"M2"	"GRM5"	"SPTLC1"
"M2"	"GRM5"	"PHF14"
"M2"	"GRM5"	"LYL1"
"M2"	"GRM5"	"PPP1R12A"
"M2"	"GRM5"	"ZDHHC20"
"M2"	"GRM5"	"POLR2J"
"M2"	"GRM5"	"SLC10A2"
"M2"	"GRM5"	"C9orf9"
"M2"	"GRM5"	"SPATA7"
"M2"	"GRM5"	"CPLX2"
"M2"	"GRM5"	"SATB2"
"M2"	"GRM5"	"TLR4"
"M2"	"GRM5"	"SPCS1"
"M2"	"GRM5"	"IFNL2"
"M2"	"GRM5"	"TCEA1"
"M2"	"GRM5"	"ING1"
"M2"	"GRM5"	"HES4"
"M2"	"GRM5"	"NUP85"
"M2"	"GRM5"	"S100B"
"M2"	"GRM5"	"ZNF773"
"M2"	"GRM5"	"RC3H2"
"M2"	"GRM5"	"PTPN6"
"M2"	"GRM5"	"YARS"
"M2"	"GRM5"	"RAB33B"
"M2"	"GRM5"	"PCGF3"
"M2"	"GRM5"	"WDR73"
"M2"	"GRM5"	"VCPKMT"
"M2"	"GRM5"	"HIST1H2BN"
"M2"	"GRM5"	"PSMD4"
"M2"	"GRM5"	"HIC2"
"M2"	"GRM5"	"OTUD7A"
"M2"	"GRM5"	"PITHD1"
"M2"	"GRM5"	"DNAAF2"
"M2"	"GRM5"	"RUNX2"
"M2"	"GRM5"	"ARAF"
"M2"	"GRM5"	"HSF1"
"M2"	"GRM5"	"NXPE4"
"M2"	"GRM5"	"CDRT15"
"M2"	"GRM5"	"MTNR1A"
"M2"	"GRM5"	"THAP3"
"M2"	"GRM5"	"GHITM"
"M2"	"GRM5"	"HSPB8"
"M2"	"GRM5"	"ME3"
"M2"	"GRM5"	"TRIOBP"
"M2"	"GRM5"	"CSHL1"
"M2"	"GRM5"	"TMEM106A"
"M2"	"GRM5"	"TMEM246"
"M2"	"GRM5"	"SLC14A2"
"M2"	"GRM5"	"SLC35A2"
"M2"	"GRM5"	"PSTPIP2"
"M2"	"GRM5"	"EBLN2"
"M2"	"GRM5"	"KIAA1549"
"M2"	"GRM5"	"USP37"
"M2"	"GRM5"	"TRIM56"
"M2"	"GRM5"	"DDX27"
"M2"	"GRM5"	"MAPK10"
"M2"	"GRM5"	"C2orf43"
"M2"	"GRM5"	"PXDNL"
"M2"	"GRM5"	"UBXN11"
"M2"	"GRM5"	"MFSD7"
"M2"	"GRM5"	"MASTL"
"M2"	"GRM5"	"APOH"
"M2"	"GRM5"	"PTPRT"
"M2"	"GRM5"	"SYPL1"
"M2"	"GRM5"	"FBXL16"
"M2"	"GRM5"	"RAB3GAP1"
"M2"	"GRM5"	"APOBEC3F"
"M2"	"GRM5"	"JPH1"
"M2"	"GRM5"	"MED13L"
"M2"	"GRM5"	"MRPS22"
"M2"	"GRM5"	"ALG8"
"M2"	"GRM5"	"PLD4"
"M2"	"GRM5"	"CCPG1"
"M2"	"GRM5"	"PARP16"
"M2"	"GRM5"	"NBAS"
"M2"	"GRM5"	"ASB2"
"M2"	"GRM5"	"NDRG1"
"M2"	"GRM5"	"KIAA1586"
"M2"	"GRM5"	"RELT"
"M2"	"GRM5"	"LBH"
"M2"	"GRM5"	"MAST4"
"M2"	"GRM5"	"EXOC6B"
"M2"	"GRM5"	"RND2"
"M2"	"GRM5"	"SCIMP"
"M2"	"GRM5"	"MFSD5"
"M2"	"GRM5"	"SLC25A21"
"M2"	"CXCR4"	"EDNRB"
"M2"	"CXCR4"	"P2RY12"
"M2"	"PPL"	"TMX1"
"M2"	"PPL"	"HLA-DPA1"
"M2"	"PPL"	"CCR1"
"M2"	"RPL8"	"CYBB"
"M2"	"RPL8"	"P2RY12"
"M2"	"SPC24"	"CYBB"
"M2"	"TH"	"TMEM255A"
"M2"	"ZCCHC11"	"EDNRB"
"M2"	"ZCCHC11"	"CNN2"
"M2"	"ZCCHC11"	"ATP11A"
"M2"	"ZCCHC11"	"SLC12A6"
"M2"	"TROAP"	"TLR5"
"M2"	"TROAP"	"CNN2"
"M2"	"TROAP"	"CYBB"
"M2"	"CNTLN"	"TLR5"
"M2"	"CNTLN"	"CNN2"
"M2"	"CNTLN"	"CYBB"
"M2"	"UBA1"	"SPTLC1"
"M2"	"UBA1"	"SLC12A6"
"M2"	"RBBP6"	"MED23"
"M2"	"TSG101"	"CYBB"
"M2"	"TSG101"	"LILRB1"
"M2"	"RRAGA"	"RAB5B"
"M2"	"RRAGA"	"PIK3C2A"
"M2"	"LRPAP1"	"SLC12A6"
"M2"	"KLC2"	"RAB5B"
"M2"	"KLC2"	"CD84"
"M2"	"SRSF9"	"NRIP1"
"M2"	"CEP97"	"PIK3C2A"
"M2"	"CEP97"	"PCDHAC2"
"M2"	"CEP97"	"TLR4"
"M2"	"CEP97"	"NT5C2"
"M2"	"LRRFIP2"	"TLR4"
"M2"	"RIMS4"	"RAB5B"
"M2"	"RIMS4"	"EDC4"
"M2"	"RIMS4"	"EDNRB"
"M2"	"RIMS4"	"TMX1"
"M2"	"RIMS4"	"CX3CR1"
"M2"	"CSRNP1"	"SLC12A6"
"M2"	"EPHA1"	"IKZF1"
"M2"	"EPHA1"	"CNN2"
"M2"	"TFF3"	"EDNRB"
"M2"	"TFF3"	"CYBB"
"M2"	"SDK1"	"TLR4"
"M2"	"SKI"	"EDNRB"
"M2"	"SKI"	"TAP1"
"M2"	"SKI"	"IKZF1"
"M2"	"SKI"	"NT5C2"
"M2"	"PLP2"	"RAB5B"
"M2"	"PLP2"	"SPTLC1"
"M2"	"NPM3"	"IKZF1"
"M2"	"RBBP8"	"PIK3C2A"
"M2"	"RBBP8"	"SPP1"
"M2"	"RBBP8"	"CX3CR1"
"M2"	"RBBP8"	"P2RY12"
"M2"	"NR4A1"	"PTP4A1"
"M2"	"NR4A1"	"RINT1"
"M2"	"NR4A1"	"CAMK2A"
"M2"	"NR4A1"	"CHD6"
"M2"	"NR4A1"	"PPP1R13L"
"M2"	"NR4A1"	"LAMTOR4"
"M2"	"NR4A1"	"FYTTD1"
"M2"	"NR4A1"	"ZNF442"
"M2"	"NR4A1"	"AP2A1"
"M2"	"NR4A1"	"DCTN2"
"M2"	"NR4A1"	"BCOR"
"M2"	"NR4A1"	"COL4A1"
"M2"	"NR4A1"	"UBTD1"
"M2"	"NR4A1"	"HBP1"
"M2"	"NR4A1"	"PSG3"
"M2"	"NR4A1"	"DLG2"
"M2"	"NR4A1"	"MTHFD1"
"M2"	"NR4A1"	"SMEK1"
"M2"	"NR4A1"	"SCNN1A"
"M2"	"NR4A1"	"GSTM4"
"M2"	"NR4A1"	"YWHAE"
"M2"	"NR4A1"	"PDE8B"
"M2"	"NR4A1"	"MCM8"
"M2"	"NR4A1"	"UBE4A"
"M2"	"NR4A1"	"FAM98A"
"M2"	"NR4A1"	"IER5L"
"M2"	"ACKR3"	"EDNRB"
"M2"	"ACKR3"	"CNN2"
"M2"	"ACKR3"	"SLC12A6"
"M2"	"FZD4"	"PIK3C2A"
"M2"	"FZD4"	"SPP1"
"M2"	"TTF1"	"PIK3C2A"
"M2"	"RAVER1"	"SEL1L"
"M2"	"RAVER1"	"PRF1"
"M2"	"RAVER1"	"PTP4A1"
"M2"	"RAVER1"	"NPTXR"
"M2"	"RAVER1"	"PDCD4"
"M2"	"RAVER1"	"KPNA5"
"M2"	"RAVER1"	"CDC25C"
"M2"	"RAVER1"	"DCBLD1"
"M2"	"RAVER1"	"DSN1"
"M2"	"RAVER1"	"ROPN1L"
"M2"	"RAVER1"	"ZFP36"
"M2"	"RAVER1"	"L3MBTL3"
"M2"	"RAVER1"	"PRR5"
"M2"	"RAVER1"	"CCNJL"
"M2"	"RAVER1"	"BAHCC1"
"M2"	"BCL9L"	"MSRB1"
"M2"	"BCL9L"	"FGF8"
"M2"	"BCL9L"	"STAP1"
"M2"	"BCL9L"	"SPCS2"
"M2"	"BCL9L"	"VPS11"
"M2"	"BCL9L"	"EIF4E3"
"M2"	"BCL9L"	"ACTR8"
"M2"	"BCL9L"	"DNASE1L2"
"M2"	"BCL9L"	"CELSR1"
"M2"	"BCL9L"	"CXCL1"
"M2"	"BCL9L"	"RNF32"
"M2"	"BCL9L"	"FYB"
"M2"	"BCL9L"	"CSNK2B"
"M2"	"BCL9L"	"USP3"
"M2"	"BCL9L"	"WSB1"
"M2"	"BCL9L"	"APOBEC3G"
"M2"	"BCL9L"	"NBAS"
"M2"	"BCL9L"	"SARDH"
"M2"	"BCL9L"	"RHOT1"
"M2"	"BCL9L"	"SMN2"
"M2"	"BCL9L"	"ACTA2"
"M2"	"BCL9L"	"TSPYL4"
"M2"	"TUBA1C"	"ATP11A"
"M2"	"TUBA1C"	"SPP1"
"M2"	"TUBA1C"	"SLC12A6"
"M2"	"DUSP10"	"SPP1"
"M2"	"RAMP1"	"RAB5B"
"M2"	"RAMP1"	"NRIP1"
"M2"	"ID1"	"ITGAV"
"M2"	"TRIO"	"CX3CR1"
"M2"	"CAMK2B"	"ZDHHC20"
"M2"	"CAMK2B"	"HLA-DPA1"
"M2"	"CAMK2B"	"SLC12A6"
"M2"	"EIF3L"	"RAB5B"
"M2"	"MAP3K1"	"HPRT1"
"M2"	"MAP3K1"	"PLXNB3"
"M2"	"MAP3K1"	"TMEM107"
"M2"	"MAP3K1"	"KCNJ5"
"M2"	"MAP3K1"	"S100A13"
"M2"	"MAP3K1"	"ERLIN2"
"M2"	"MAP3K1"	"BTBD6"
"M2"	"MAP3K1"	"CCND3"
"M2"	"MAP3K1"	"ELP5"
"M2"	"MAP3K1"	"RASA1"
"M2"	"MAP3K1"	"SLC15A3"
"M2"	"MAP3K1"	"KCNA1"
"M2"	"MAP3K1"	"ALYREF"
"M2"	"MAP3K1"	"SACS"
"M2"	"MAP3K1"	"HMGN2"
"M2"	"MAP3K1"	"TRIM56"
"M2"	"MAP3K1"	"EBF3"
"M2"	"MAP3K1"	"HCN4"
"M2"	"MAP3K1"	"ERF"
"M2"	"MAP3K1"	"DCAF10"
"M2"	"MAP3K1"	"PTCHD2"
"M2"	"MAP3K1"	"GINS2"
"M2"	"MAP3K1"	"RNGTT"
"M2"	"MAP3K1"	"PRSS12"
"M2"	"MAP3K1"	"TAF1D"
"M2"	"MAP3K1"	"IL17RA"
"M2"	"MAP3K1"	"PRAMEF16"
"M2"	"MAP3K1"	"MOS"
"M2"	"MAP3K1"	"GCOM1"
"M2"	"MAP3K1"	"SIAH1"
"M2"	"MAP3K1"	"NBAS"
"M2"	"MAP3K1"	"TCP11L1"
"M2"	"MAP3K1"	"IL18RAP"
"M2"	"MAP3K1"	"NDRG1"
"M2"	"MAP3K1"	"UBTD1"
"M2"	"MAP3K1"	"CLDN4"
"M2"	"MAP3K1"	"ZC3H7A"
"M2"	"MAP3K1"	"RAB18"
"M2"	"MAP3K1"	"TBL2"
"M2"	"MAP3K1"	"FAM57B"
"M2"	"MAP3K1"	"GTSE1"
"M2"	"MAP3K1"	"CPNE6"
"M2"	"MAP3K1"	"NMRAL1"
"M2"	"MAP3K1"	"PTOV1"
"M2"	"MAP3K1"	"SNAI2"
"M2"	"MAP3K1"	"NEK8"
"M2"	"MAP3K1"	"SMIM3"
"M2"	"MAP3K1"	"LYPLAL1"
"M2"	"MAP3K1"	"RANGAP1"
"M2"	"PPAP2B"	"NRIP1"
"M2"	"PPAP2B"	"CD84"
"M2"	"PPAP2B"	"SPTLC1"
"M2"	"DCUN1D2"	"P2RY12"
"M2"	"ANKRD44"	"IRF2BPL"
"M2"	"ANKRD44"	"VDR"
"M2"	"ANKRD44"	"BCL10"
"M2"	"ANKRD44"	"LARP1"
"M2"	"ANKRD44"	"RPP25"
"M2"	"ANKRD44"	"TCEANC"
"M2"	"ANKRD44"	"LGMN"
"M2"	"ANKRD44"	"SPATA7"
"M2"	"ANKRD44"	"CPLX2"
"M2"	"ANKRD44"	"GPS2"
"M2"	"ANKRD44"	"DGKA"
"M2"	"ANKRD44"	"DNASE1L2"
"M2"	"ANKRD44"	"ZNF773"
"M2"	"ANKRD44"	"DNAAF2"
"M2"	"ANKRD44"	"TRIOBP"
"M2"	"ANKRD44"	"TMEM246"
"M2"	"ANKRD44"	"EBLN2"
"M2"	"ANKRD44"	"ESR1"
"M2"	"ANKRD44"	"PC"
"M2"	"ANKRD44"	"ZBTB48"
"M2"	"ANKRD44"	"APOA1"
"M2"	"ANKRD44"	"AHR"
"M2"	"ANKRD44"	"ULK3"
"M2"	"ANKRD44"	"MRAP2"
"M2"	"ANKRD44"	"OC90"
"M2"	"ANKRD44"	"MUSK"
"M2"	"ANKRD44"	"SF3A2"
"M2"	"ANKRD44"	"HHLA3"
"M2"	"ANKRD44"	"AKAP13"
"M2"	"ANKRD44"	"SORCS1"
"M2"	"ANKRD44"	"RAB1A"
"M2"	"ANKRD44"	"MIA2"
"M2"	"ANKRD44"	"FBXO38"
"M2"	"ANKRD44"	"ZNF705G"
"M2"	"ANKRD44"	"BCDIN3D"
"M2"	"ANKRD44"	"GOT1L1"
"M2"	"ANKRD44"	"BIN2"
"M2"	"ANKRD44"	"DCAF10"
"M2"	"ANKRD44"	"URGCP"
"M2"	"ANKRD44"	"ADAM12"
"M2"	"ANKRD44"	"SLITRK1"
"M2"	"ANKRD44"	"TBL1Y"
"M2"	"ANKRD44"	"NUBP2"
"M2"	"ANKRD44"	"FCN1"
"M2"	"ANKRD44"	"FAM107A"
"M2"	"ANKRD44"	"PTGES"
"M2"	"ANKRD44"	"YDJC"
"M2"	"ANKRD44"	"TNC"
"M2"	"ANKRD44"	"NFX1"
"M2"	"ANKRD44"	"RGS13"
"M2"	"ANKRD44"	"UXT"
"M2"	"ANKRD44"	"XXYLT1"
"M2"	"ANKRD44"	"ATP6V0B"
"M2"	"ANKRD44"	"NOD2"
"M2"	"ANKRD44"	"GIF"
"M2"	"ANKRD44"	"HHEX"
"M2"	"ANKRD44"	"TNRC6C"
"M2"	"ANKRD44"	"ARAP1"
"M2"	"ANKRD44"	"DCST1"
"M2"	"ANKRD44"	"CASP4"
"M2"	"ANKRD44"	"FASTKD2"
"M2"	"ANKRD44"	"SLN"
"M2"	"ANKRD44"	"PSMA2"
"M2"	"ANKRD44"	"TLX2"
"M2"	"ANKRD44"	"GINS2"
"M2"	"ANKRD44"	"ZNF573"
"M2"	"ANKRD44"	"SLC2A3"
"M2"	"ANKRD44"	"TIMM17B"
"M2"	"ANKRD44"	"ZNF790"
"M2"	"ANKRD44"	"PARD6A"
