"Module"	"Gene1"	"Gene2"
"M2"	"SNRPN"	"ANGPT2"
"M2"	"SNRPN"	"OR7A5"
"M2"	"SNRPN"	"RBM43"
"M2"	"ZFP91"	"NRIP1"
"M2"	"ZFP91"	"PIK3C2A"
"M2"	"ZFP91"	"COL8A1"
"M2"	"ZFP91"	"ZDHHC20"
"M2"	"ZFP91"	"SIGLEC9"
"M2"	"ZFP91"	"PCDHAC2"
"M2"	"ZFP91"	"MTX3"
"M2"	"PTPRA"	"CYP4F11"
"M2"	"PTPRA"	"SLC4A7"
"M2"	"MAPK8"	"FCGR3A"
"M2"	"MAPK8"	"PCDHAC2"
"M2"	"SERPINA12"	"ARFGEF2"
"M2"	"SERPINA12"	"KLHL28"
"M2"	"CD163"	"SH3YL1"
"M2"	"CD163"	"MGA"
"M2"	"CD163"	"ADAP1"
"M2"	"CD163"	"CHD1"
"M2"	"CD163"	"KLHDC9"
"M2"	"CD163"	"SRP68"
"M2"	"CD163"	"TNS1"
"M2"	"CD163"	"DPF1"
"M2"	"CD163"	"CNTFR"
"M2"	"CD163"	"ASIC1"
"M2"	"CD163"	"FUT1"
"M2"	"CD163"	"CES1"
"M2"	"CD163"	"SDCCAG3"
"M2"	"CD163"	"SGOL2"
"M2"	"CD163"	"HERPUD2"
"M2"	"CD163"	"EYA2"
"M2"	"CD163"	"DPF3"
"M2"	"CD163"	"ORM1"
"M2"	"CD163"	"DRAP1"
"M2"	"CD163"	"JMJD6"
"M2"	"CD163"	"CRYBB2"
"M2"	"CD163"	"C8orf34"
"M2"	"CD163"	"VAT1L"
"M2"	"CD163"	"DLX3"
"M2"	"CD163"	"PRTFDC1"
"M2"	"CD163"	"PRKACG"
"M2"	"CD163"	"CUL2"
"M2"	"CD163"	"SAA1"
"M2"	"CD163"	"UTP20"
"M2"	"CD163"	"HHLA3"
"M2"	"CD163"	"ATP6V0C"
"M2"	"CD163"	"ZBTB17"
"M2"	"CD163"	"RPP40"
"M2"	"CD163"	"VAC14"
"M2"	"CD163"	"SCAMP4"
"M2"	"CD163"	"NOMO1"
"M2"	"CD163"	"PPP2CB"
"M2"	"CD163"	"KLK9"
"M2"	"CD163"	"NARFL"
"M2"	"CD163"	"TRPC3"
"M2"	"CD163"	"TBCE"
"M2"	"CD163"	"HMGCS1"
"M2"	"CD163"	"UBE2G1"
"M2"	"CD163"	"GNAT3"
"M2"	"CD163"	"PLIN2"
"M2"	"CD163"	"GP5"
"M2"	"CD163"	"RYR1"
"M2"	"CD163"	"NECAB2"
"M2"	"CD163"	"NR2C2"
"M2"	"CD163"	"MAF"
"M2"	"CD163"	"ATRN"
"M2"	"CD163"	"USH1G"
"M2"	"CD163"	"EFEMP1"
"M2"	"CD163"	"IL20"
"M2"	"CD163"	"PIGH"
"M2"	"CD163"	"ASB6"
"M2"	"CD163"	"COPS4"
"M2"	"CD163"	"CHMP2B"
"M2"	"CD163"	"AMPD2"
"M2"	"CD163"	"DNASE1L2"
"M2"	"CD163"	"SH3GL3"
"M2"	"CD163"	"CRTC1"
"M2"	"CD163"	"PLEKHB1"
"M2"	"CD163"	"NAA15"
"M2"	"CD163"	"PNKP"
"M2"	"CD163"	"CACNG3"
"M2"	"CD163"	"ZBTB5"
"M2"	"CD163"	"ASB2"
"M2"	"CD163"	"ABCF1"
"M2"	"CD163"	"AP5B1"
"M2"	"CD163"	"LARP1"
"M2"	"CD163"	"ADAM12"
"M2"	"CD163"	"SLN"
"M2"	"CD163"	"ANP32E"
"M2"	"CD163"	"ZNF573"
"M2"	"CD163"	"NDUFS1"
"M2"	"CD163"	"MYLK2"
"M2"	"CD163"	"DCP1A"
"M2"	"CD163"	"LRIG1"
"M2"	"CD163"	"BAG3"
"M2"	"CD163"	"CAAP1"
"M2"	"CD163"	"ANAPC10"
"M2"	"CD163"	"RNF214"
"M2"	"CD163"	"PHACTR1"
"M2"	"CD163"	"MCTS1"
"M2"	"CD163"	"ZNF816"
"M2"	"CD163"	"ACKR4"
"M2"	"CD163"	"THBS2"
"M2"	"CD163"	"SERPINB10"
"M2"	"CD163"	"SERPINE2"
"M2"	"CD163"	"CREB5"
"M2"	"CD163"	"SERPINB9"
"M2"	"CD163"	"ACOX2"
"M2"	"CD163"	"G6PD"
"M2"	"CD163"	"TMEM225"
"M2"	"CD163"	"PER1"
"M2"	"CD163"	"PHLDA2"
"M2"	"CD163"	"NHP2"
"M2"	"CD163"	"TAF2"
"M2"	"CD163"	"CD82"
"M2"	"CD163"	"VMAC"
"M2"	"CD163"	"ZNF117"
"M2"	"CD163"	"OIP5"
"M2"	"CD163"	"IRF9"
"M2"	"CD163"	"ECEL1"
"M2"	"CD163"	"LRIF1"
"M2"	"CD163"	"ZNF878"
"M2"	"CD163"	"FMO3"
"M2"	"CD163"	"ZNF532"
"M2"	"CD163"	"PAICS"
"M2"	"CD163"	"SERPINF1"
"M2"	"CD163"	"AK3"
"M2"	"CD163"	"ZNF22"
"M2"	"CD163"	"CNOT11"
"M2"	"CD163"	"CLDN3"
"M2"	"CD163"	"ATAD3A"
"M2"	"CD163"	"CILP2"
"M2"	"CD163"	"EPDR1"
"M2"	"CD163"	"MAST4"
"M2"	"CD163"	"ANKRD24"
"M2"	"CD163"	"PLK2"
"M2"	"CD163"	"GOLGB1"
"M2"	"CD163"	"MPC2"
"M2"	"CD163"	"SLC4A11"
"M2"	"CD163"	"TIMM8B"
"M2"	"CPSF6"	"TYMP"
"M2"	"HOMER1"	"NEU3"
"M2"	"HOMER1"	"ITPR2"
"M2"	"HOMER1"	"VSIG4"
"M2"	"RPLP1"	"CLEC5A"
"M2"	"MCM2"	"RAB5B"
"M2"	"MCM2"	"EDNRB"
"M2"	"S100A4"	"EDNRB"
"M2"	"S100A4"	"C8orf34"
"M2"	"HIST1H3G"	"PLAGL1"
"M2"	"NR2F2"	"HLA-DPA1"
"M2"	"SH3YL1"	"ADAMTS1"
"M2"	"USP22"	"BCL9L"
"M2"	"USP22"	"P2RY1"
"M2"	"USP22"	"CD84"
"M2"	"USP22"	"NOTCH4"
"M2"	"USP22"	"C8orf34"
"M2"	"RHEB"	"NRIP1"
"M2"	"ACPP"	"CD2AP"
"M2"	"ACPP"	"FCGR3A"
"M2"	"ACPP"	"ASAP2"
"M2"	"SENP8"	"HSPA13"
"M2"	"SENP8"	"KLHL6"
"M2"	"MIA3"	"NCF2"
"M2"	"MIA3"	"NOTCH4"
"M2"	"MIA3"	"P2RY12"
"M2"	"MGA"	"MPZL2"
"M2"	"MGA"	"HIF1A"
"M2"	"FYCO1"	"CYBB"
"M2"	"KAZN"	"P2RY12"
"M2"	"ZNF773"	"ANKRD44"
"M2"	"SAPCD1"	"ASAP2"
"M2"	"DOCK4"	"LIN37"
"M2"	"DOCK4"	"F8A1"
"M2"	"DOCK4"	"CHMP2A"
"M2"	"DOCK4"	"HOXB6"
"M2"	"DOCK4"	"ADRB2"
"M2"	"DOCK4"	"RBM10"
"M2"	"DOCK4"	"BHLHB9"
"M2"	"DOCK4"	"RAB5B"
"M2"	"DOCK4"	"FOLR3"
"M2"	"DOCK4"	"PTP4A1"
"M2"	"DOCK4"	"EDNRB"
"M2"	"DOCK4"	"COG6"
"M2"	"DOCK4"	"NDRG2"
"M2"	"DOCK4"	"CLDN10"
"M2"	"DOCK4"	"BEND3"
"M2"	"DOCK4"	"VPS53"
"M2"	"DOCK4"	"GADD45A"
"M2"	"DOCK4"	"CREB3L3"
"M2"	"DOCK4"	"TOP2B"
"M2"	"DOCK4"	"SEC13"
"M2"	"DOCK4"	"YIPF4"
"M2"	"DOCK4"	"TGS1"
"M2"	"DOCK4"	"RPS6KA4"
"M2"	"DOCK4"	"ELL3"
"M2"	"DOCK4"	"FUT1"
"M2"	"DOCK4"	"ZNF8"
"M2"	"DOCK4"	"BCAM"
"M2"	"DOCK4"	"AIPL1"
"M2"	"DOCK4"	"MED9"
"M2"	"DOCK4"	"THRB"
"M2"	"DOCK4"	"DCAF17"
"M2"	"DOCK4"	"MAFK"
"M2"	"DOCK4"	"CACYBP"
"M2"	"DOCK4"	"CDCA4"
"M2"	"DOCK4"	"NPW"
"M2"	"DOCK4"	"AATK"
"M2"	"DOCK4"	"CIC"
"M2"	"DOCK4"	"NOTCH4"
"M2"	"DOCK4"	"RGS4"
"M2"	"DOCK4"	"APOBEC3G"
"M2"	"DOCK4"	"TADA3"
"M2"	"DOCK4"	"SCMH1"
"M2"	"DOCK4"	"OCRL"
"M2"	"DOCK4"	"HES5"
"M2"	"DOCK4"	"SMYD2"
"M2"	"DOCK4"	"PCCA"
"M2"	"DOCK4"	"RNF6"
"M2"	"DOCK4"	"ZNF841"
"M2"	"DOCK4"	"MEI1"
"M2"	"DOCK4"	"SDC1"
"M2"	"DOCK4"	"ALAS1"
"M2"	"DOCK4"	"RBM4B"
"M2"	"DOCK4"	"ZNF383"
"M2"	"DOCK4"	"DDX11"
"M2"	"DOCK4"	"PRTFDC1"
"M2"	"DOCK4"	"SNAPC2"
"M2"	"DOCK4"	"CPVL"
"M2"	"DOCK4"	"DPP10"
"M2"	"DOCK4"	"CAPSL"
"M2"	"DOCK4"	"NUBPL"
"M2"	"DOCK4"	"NHLRC3"
"M2"	"DOCK4"	"PLCB1"
"M2"	"DOCK4"	"ELAVL3"
"M2"	"DOCK4"	"SCAMP4"
"M2"	"DOCK4"	"RING1"
"M2"	"DOCK4"	"TCF24"
"M2"	"DOCK4"	"MAF"
"M2"	"DOCK4"	"ATRN"
"M2"	"DOCK4"	"IL20"
"M2"	"DOCK4"	"AHSA2"
"M2"	"DOCK4"	"HOMER2"
"M2"	"DOCK4"	"NKAPL"
"M2"	"DOCK4"	"RIMBP2"
"M2"	"DOCK4"	"RDX"
"M2"	"DOCK4"	"SORBS2"
"M2"	"DOCK4"	"HSCB"
"M2"	"DOCK4"	"FARSB"
"M2"	"DOCK4"	"INPP5A"
"M2"	"DOCK4"	"COL9A3"
"M2"	"DOCK4"	"CATSPER2"
"M2"	"DOCK4"	"IMP4"
"M2"	"DOCK4"	"PPIL3"
"M2"	"DOCK4"	"MYOZ3"
"M2"	"DOCK4"	"OMG"
"M2"	"DOCK4"	"SPTSSB"
"M2"	"DOCK4"	"GC"
"M2"	"DOCK4"	"C8A"
"M2"	"DOCK4"	"IVD"
"M2"	"DOCK4"	"E2F6"
"M2"	"DOCK4"	"NACC2"
"M2"	"DOCK4"	"IKZF4"
"M2"	"DOCK4"	"CUTA"
"M2"	"DOCK4"	"XAGE3"
"M2"	"DOCK4"	"PSMG3"
"M2"	"DOCK4"	"FAF2"
"M2"	"DOCK4"	"RASA4"
"M2"	"DOCK4"	"IL36B"
"M2"	"DOCK4"	"AIFM1"
"M2"	"DOCK4"	"PCDH10"
"M2"	"DOCK4"	"CMTM4"
"M2"	"DOCK4"	"C1orf35"
"M2"	"DOCK4"	"PANX2"
"M2"	"DOCK4"	"GSPT2"
"M2"	"DOCK4"	"NR2C1"
"M2"	"DOCK4"	"DAB2"
"M2"	"DOCK4"	"IFT81"
"M2"	"DOCK4"	"FYB"
"M2"	"DOCK4"	"CSNK2B"
"M2"	"DOCK4"	"GDE1"
"M2"	"DOCK4"	"DMXL2"
"M2"	"DOCK4"	"F12"
"M2"	"DOCK4"	"PLEKHA2"
"M2"	"DOCK4"	"AIFM3"
"M2"	"DOCK4"	"WSB1"
"M2"	"DOCK4"	"USP4"
"M2"	"DOCK4"	"TLR8"
"M2"	"DOCK4"	"RIPK3"
"M2"	"DOCK4"	"SERTM1"
"M2"	"DOCK4"	"DTX3L"
"M2"	"DOCK4"	"CES3"
"M2"	"DOCK4"	"COPS2"
"M2"	"DOCK4"	"NUDT16L1"
"M2"	"DOCK4"	"EML1"
"M2"	"DOCK4"	"GABARAP"
"M2"	"DOCK4"	"PPP2CA"
"M2"	"DOCK4"	"PSAT1"
"M2"	"DOCK4"	"KRT37"
"M2"	"DOCK4"	"DTL"
"M2"	"DOCK4"	"RBMX2"
"M2"	"DOCK4"	"SIRT5"
"M2"	"DOCK4"	"GLI3"
"M2"	"DOCK4"	"SLC37A4"
"M2"	"DOCK4"	"BMI1"
"M2"	"DOCK4"	"ZSCAN22"
"M2"	"DOCK4"	"TESC"
"M2"	"DOCK4"	"TEX30"
"M2"	"DOCK4"	"CFDP1"
"M2"	"DOCK4"	"DHX40"
"M2"	"DOCK4"	"CTR9"
"M2"	"DOCK4"	"PNRC1"
"M2"	"DOCK4"	"SELE"
"M2"	"DOCK4"	"NUDT2"
"M2"	"DOCK4"	"SH3GLB2"
"M2"	"DOCK4"	"CYP20A1"
"M2"	"DOCK4"	"L3MBTL3"
"M2"	"DOCK4"	"RAB3IL1"
"M2"	"DOCK4"	"TWF2"
"M2"	"DOCK4"	"EPG5"
"M2"	"DOCK4"	"PEX5L"
"M2"	"DOCK4"	"CSHL1"
"M2"	"DOCK4"	"DPP4"
"M2"	"DOCK4"	"RBM15B"
"M2"	"DOCK4"	"LIMK1"
"M2"	"DOCK4"	"TMEM67"
"M2"	"DOCK4"	"MCCC2"
"M2"	"DOCK4"	"PRICKLE1"
"M2"	"DOCK4"	"AKNA"
"M2"	"DOCK4"	"ASB2"
"M2"	"DOCK4"	"TPGS1"
"M2"	"DOCK4"	"RYR2"
"M2"	"DOCK4"	"SERINC3"
"M2"	"DOCK4"	"CGNL1"
"M2"	"DOCK4"	"KIF20B"
"M2"	"DOCK4"	"TSC22D2"
"M2"	"DOCK4"	"ST6GALNAC5"
"M2"	"DOCK4"	"OSBPL6"
"M2"	"DOCK4"	"CXCL1"
"M2"	"DOCK4"	"USP3"
"M2"	"DOCK4"	"DIO2"
"M2"	"DOCK4"	"HIST2H3D"
"M2"	"DOCK4"	"CDK11B"
"M2"	"DOCK4"	"TRAPPC3L"
"M2"	"DOCK4"	"STARD9"
"M2"	"DOCK4"	"DCAF4L1"
"M2"	"DOCK4"	"APLP1"
"M2"	"DOCK4"	"GUCY1A2"
"M2"	"DOCK4"	"CCNK"
"M2"	"DOCK4"	"MRPS14"
"M2"	"DOCK4"	"ZNF566"
"M2"	"DOCK4"	"SPRR2A"
"M2"	"DOCK4"	"GALNT13"
"M2"	"DOCK4"	"HNRNPK"
"M2"	"DOCK4"	"PLK2"
"M2"	"DOCK4"	"STRA6"
"M2"	"DOCK4"	"BSPRY"
"M2"	"DOCK4"	"CDIPT"
"M2"	"DOCK4"	"PTPN18"
"M2"	"DOCK4"	"DCAF12L2"
"M2"	"DOCK4"	"DZIP1"
"M2"	"DOCK4"	"MBNL2"
"M2"	"DOCK4"	"LENG8"
"M2"	"DOCK4"	"APBA3"
"M2"	"DOCK4"	"SLX1A"
"M2"	"DOCK4"	"SFR1"
"M2"	"DOCK4"	"IL20RA"
"M2"	"DOCK4"	"ABCA12"
"M2"	"DOCK4"	"GCLC"
"M2"	"DOCK4"	"AFAP1L1"
"M2"	"DOCK4"	"COQ6"
"M2"	"DOCK4"	"UBR2"
"M2"	"DOCK4"	"CBLN1"
"M2"	"DOCK4"	"RLN3"
"M2"	"DOCK4"	"HEATR1"
"M2"	"DOCK4"	"NUPL1"
"M2"	"DOCK4"	"ATG12"
"M2"	"DOCK4"	"LRRC14"
"M2"	"DOCK4"	"PLCH1"
"M2"	"DOCK4"	"FBXO24"
"M2"	"DOCK4"	"RUNX3"
"M2"	"DOCK4"	"ELMO2"
"M2"	"DOCK4"	"SCN3A"
"M2"	"DOCK4"	"KIAA0355"
"M2"	"DOCK4"	"BICD2"
"M2"	"DOCK4"	"LSP1"
"M2"	"DOCK4"	"MAPK11"
"M2"	"CD59"	"TAPBP"
"M2"	"CD59"	"CARF"
"M2"	"CD59"	"CYBB"
"M2"	"CD59"	"HLA-DPA1"
"M2"	"HOXD12"	"IL1B"
"M2"	"HOXD12"	"PTPRG"
"M2"	"HOXD12"	"CYBB"
"M2"	"HOXD12"	"PLAGL1"
"M2"	"KCNV1"	"CPVL"
"M2"	"OST4"	"EDNRB"
"M2"	"OST4"	"TGFBR2"
"M2"	"LIN37"	"TAPBP"
"M2"	"LIN37"	"THBS1"
"M2"	"LIN37"	"SIGLEC9"
"M2"	"LIN37"	"KCNA6"
"M2"	"MNAT1"	"TLR5"
"M2"	"TMPO"	"MED23"
"M2"	"GZMM"	"TLR2"
"M2"	"GZMM"	"ITPR2"
"M2"	"GZMM"	"PLBD1"
"M2"	"GZMM"	"VSIG4"
"M2"	"GZMM"	"CXorf38"
"M2"	"CDC23"	"APOLD1"
"M2"	"LSAMP"	"LANCL1"
"M2"	"LSAMP"	"NRIP1"
"M2"	"LSAMP"	"CX3CR1"
"M2"	"LSAMP"	"RELL1"
"M2"	"LSAMP"	"ZNF107"
"M2"	"LSAMP"	"IGSF6"
"M2"	"LSAMP"	"PANK3"
"M2"	"CHN2"	"MMRN1"
"M2"	"CHN2"	"OR7A5"
"M2"	"F8A1"	"TLR1"
"M2"	"F8A1"	"TYMP"
"M2"	"F8A1"	"OR7A5"
"M2"	"NFIB"	"ITPR2"
"M2"	"NFIB"	"C8orf34"
"M2"	"NFIB"	"CXorf38"
"M2"	"MAP3K7"	"CYBB"
"M2"	"MAP3K7"	"NT5C2"
"M2"	"DEDD"	"ZIC3"
"M2"	"DEDD"	"ADAMTS1"
"M2"	"NID1"	"GPC3"
"M2"	"NID1"	"PTP4A1"
"M2"	"NID1"	"EPS8L2"
"M2"	"NID1"	"HIST1H4L"
"M2"	"NID1"	"SVIP"
"M2"	"NID1"	"CD4"
"M2"	"NID1"	"CENPN"
"M2"	"NID1"	"OR5A1"
"M2"	"NID1"	"AMPD2"
"M2"	"NID1"	"PCDH10"
"M2"	"NID1"	"INCA1"
"M2"	"NID1"	"HARS2"
"M2"	"NID1"	"RPS3"
"M2"	"NID1"	"STK35"
"M2"	"NID1"	"C16orf59"
"M2"	"NID1"	"SMEK1"
"M2"	"NID1"	"SYNC"
"M2"	"NID1"	"CACNA1F"
"M2"	"NID1"	"IPO4"
"M2"	"NID1"	"MIA2"
"M2"	"NID1"	"SNX10"
"M2"	"NID1"	"NLRP12"
"M2"	"NID1"	"OSTC"
"M2"	"NID1"	"SGCG"
"M2"	"NID1"	"ABCF1"
"M2"	"NID1"	"CYP2C19"
"M2"	"NID1"	"CLEC3B"
"M2"	"NID1"	"PHC2"
"M2"	"NID1"	"POU3F1"
"M2"	"NID1"	"CLEC1B"
"M2"	"NID1"	"MAGEC1"
"M2"	"NID1"	"FARP2"
"M2"	"NID1"	"PAICS"
"M2"	"NID1"	"TAC3"
"M2"	"NID1"	"ZNF433"
"M2"	"NID1"	"TBL2"
"M2"	"NID1"	"CCM2L"
"M2"	"NID1"	"ULK4"
"M2"	"DDR1"	"UBE2L3"
"M2"	"DDR1"	"INTS10"
"M2"	"DDR1"	"PDCD2"
"M2"	"DDR1"	"SCEL"
"M2"	"DDR1"	"TCFL5"
"M2"	"DDR1"	"EME2"
"M2"	"DDR1"	"ABCA1"
"M2"	"DDR1"	"EXOC7"
"M2"	"DDR1"	"TCERG1"
"M2"	"DDR1"	"HNRNPUL2"
"M2"	"DDR1"	"FIGF"
"M2"	"DDR1"	"NMT1"
"M2"	"DDR1"	"BMP10"
"M2"	"DDR1"	"HIST2H2AC"
"M2"	"DDR1"	"TUBGCP3"
"M2"	"DDR1"	"NKX2-1"
"M2"	"DDR1"	"CLYBL"
"M2"	"DDR1"	"RNF151"
"M2"	"DDR1"	"PEX26"
"M2"	"DDR1"	"MTBP"
"M2"	"DDR1"	"ZNF383"
"M2"	"DDR1"	"ZC3HC1"
"M2"	"DDR1"	"TCF3"
"M2"	"DDR1"	"SEMA3F"
"M2"	"DDR1"	"DTX3L"
"M2"	"DDR1"	"SH3GLB2"
"M2"	"DDR1"	"IPO4"
"M2"	"DDR1"	"NLRP12"
"M2"	"DDR1"	"DOCK5"
"M2"	"DDR1"	"GPR179"
"M2"	"DDR1"	"POLR1B"
"M2"	"DDR1"	"PRL"
"M2"	"DDR1"	"KIF4A"
"M2"	"DDR1"	"CACTIN"
"M2"	"DDR1"	"OXSM"
"M2"	"DDR1"	"TINAG"
"M2"	"DDR1"	"BIRC3"
"M2"	"DDR1"	"ZNF274"
"M2"	"DDR1"	"GRHL3"
"M2"	"DDR1"	"S100A2"
"M2"	"DDR1"	"CD79B"
"M2"	"DDR1"	"RNF214"
"M2"	"DDR1"	"SMC5"
"M2"	"DDR1"	"ANKAR"
"M2"	"DDR1"	"SERPINE2"
"M2"	"DDR1"	"STOX2"
"M2"	"DDR1"	"SERPINB9"
"M2"	"DDR1"	"GALK2"
"M2"	"DDR1"	"SALL2"
"M2"	"DDR1"	"TUBB4A"
"M2"	"DDR1"	"ECSIT"
"M2"	"DDR1"	"CLEC1B"
"M2"	"DDR1"	"DNAAF1"
"M2"	"DDR1"	"CACNA2D3"
"M2"	"DDR1"	"LOH12CR1"
"M2"	"DDR1"	"CSNK1G1"
"M2"	"DDR1"	"BTG2"
"M2"	"DDR1"	"USP29"
"M2"	"DDR1"	"SNX30"
"M2"	"DDR1"	"KCNIP4"
"M2"	"DDR1"	"WNT9B"
"M2"	"DDR1"	"ITGB1BP2"
"M2"	"DDR1"	"ARIH1"
"M2"	"DDR1"	"MAPK12"
"M2"	"DDR1"	"NDRG1"
"M2"	"DDR1"	"SERINC1"
"M2"	"DDR1"	"SFMBT1"
"M2"	"DDR1"	"ZNF566"
"M2"	"DDR1"	"RIPK4"
"M2"	"DDR1"	"KIAA0141"
"M2"	"DDR1"	"KIAA1522"
"M2"	"DDR1"	"FAHD1"
"M2"	"DDR1"	"GZMA"
"M2"	"ZNF462"	"NBEAL1"
"M2"	"PSD"	"CYBB"
"M2"	"PSD"	"PLAGL1"
"M2"	"ABCE1"	"NCF2"
"M2"	"ABCE1"	"NOTCH4"
"M2"	"ABCE1"	"C8orf34"
"M2"	"ABCE1"	"PCDHAC2"
"M2"	"ABCE1"	"AP5B1"
"M2"	"ZFR"	"NRIP1"
"M2"	"ZFR"	"PIK3C2A"
"M2"	"CDH1"	"P2RY12"
"M2"	"BIRC5"	"C8orf34"
"M2"	"BIRC5"	"IGSF6"
"M2"	"SLC2A4RG"	"CYBB"
"M2"	"DACT2"	"SENP7"
"M2"	"CHMP2A"	"CD2AP"
"M2"	"CHMP2A"	"EDNRB"
"M2"	"CHMP2A"	"NOTCH4"
"M2"	"CHMP2A"	"TCP11L2"
"M2"	"CHMP2A"	"HLA-DPA1"
"M2"	"CHMP2A"	"CCR1"
"M2"	"PSMB9"	"TGFBR2"
"M2"	"TMEM45B"	"NAMPT"
"M2"	"TMEM45B"	"PDPR"
"M2"	"TRIM34"	"CYBB"
"M2"	"JUP"	"CD84"
"M2"	"JUP"	"CYBB"
"M2"	"JUP"	"NOTCH4"
"M2"	"JUP"	"CYP4F11"
"M2"	"JUP"	"SLC12A6"
"M2"	"JUP"	"CXorf38"
"M2"	"SCAMP1"	"EDNRB"
"M2"	"ECHDC1"	"P2RY12"
"M2"	"ECHDC1"	"CCR1"
"M2"	"WDR82"	"NBEAL1"
"M2"	"XK"	"NCF2"
"M2"	"XK"	"FCGR3A"
"M2"	"XK"	"PIK3C2A"
"M2"	"XK"	"CYBB"
"M2"	"XK"	"NOTCH4"
"M2"	"XK"	"HLA-DPA1"
"M2"	"XK"	"SLC12A6"
"M2"	"XK"	"SEC24A"
"M2"	"SYTL4"	"TGFBI"
"M2"	"SYTL4"	"ADAMTS9"
"M2"	"SYTL4"	"NT5C2"
"M2"	"C18orf32"	"ACKR3"
"M2"	"C18orf32"	"HPRT1"
"M2"	"C18orf32"	"BCAP29"
"M2"	"C18orf32"	"HFE"
"M2"	"C18orf32"	"PRKAB2"
"M2"	"C18orf32"	"PRF1"
"M2"	"C18orf32"	"CSRP3"
"M2"	"C18orf32"	"MPPED1"
"M2"	"C18orf32"	"IL1RAP"
"M2"	"C18orf32"	"CHCHD4"
"M2"	"C18orf32"	"RAB5B"
"M2"	"C18orf32"	"FOLR3"
"M2"	"C18orf32"	"PTP4A1"
"M2"	"C18orf32"	"SRP68"
"M2"	"C18orf32"	"CCL2"
"M2"	"C18orf32"	"LPAR4"
"M2"	"C18orf32"	"CES1"
"M2"	"C18orf32"	"ZNF335"
"M2"	"C18orf32"	"PEX26"
"M2"	"C18orf32"	"AKIP1"
"M2"	"C18orf32"	"C8orf34"
"M2"	"C18orf32"	"UTP20"
"M2"	"C18orf32"	"HSPA12A"
"M2"	"C18orf32"	"BPGM"
"M2"	"C18orf32"	"NR2C2"
"M2"	"C18orf32"	"ATRN"
"M2"	"C18orf32"	"NAA15"
"M2"	"C18orf32"	"CES3"
"M2"	"C18orf32"	"COPS2"
"M2"	"C18orf32"	"AKNA"
"M2"	"C18orf32"	"IPO4"
"M2"	"C18orf32"	"IGSF6"
"M2"	"C18orf32"	"ADAM12"
"M2"	"C18orf32"	"ZNF274"
"M2"	"C18orf32"	"PCDHA11"
"M2"	"C18orf32"	"FBXO18"
"M2"	"C18orf32"	"ZRANB3"
"M2"	"C18orf32"	"CAAP1"
"M2"	"C18orf32"	"ANAPC10"
"M2"	"C18orf32"	"RNF214"
"M2"	"C18orf32"	"CLDN20"
"M2"	"C18orf32"	"PHACTR1"
"M2"	"C18orf32"	"MCTS1"
"M2"	"C18orf32"	"ZNF816"
"M2"	"C18orf32"	"CYP11B2"
"M2"	"C18orf32"	"TDRKH"
"M2"	"C18orf32"	"CITED4"
"M2"	"C18orf32"	"THBS2"
"M2"	"C18orf32"	"METTL20"
"M2"	"C18orf32"	"SERPINB10"
"M2"	"C18orf32"	"ANKAR"
"M2"	"C18orf32"	"ZNF253"
"M2"	"C18orf32"	"SERPINB2"
"M2"	"C18orf32"	"STOX2"
"M2"	"C18orf32"	"SERPINB9"
"M2"	"C18orf32"	"ZNF790"
"M2"	"C18orf32"	"ACOX2"
"M2"	"C18orf32"	"RAX2"
"M2"	"C18orf32"	"NSDHL"
"M2"	"C18orf32"	"SSTR3"
"M2"	"C18orf32"	"TMEM225"
"M2"	"C18orf32"	"UBXN2B"
"M2"	"C18orf32"	"ZNF827"
"M2"	"C18orf32"	"SMPD2"
"M2"	"C18orf32"	"PER1"
"M2"	"C18orf32"	"HIST1H4H"
"M2"	"C18orf32"	"C9orf117"
"M2"	"C18orf32"	"LRCH2"
"M2"	"C18orf32"	"WDFY4"
"M2"	"C18orf32"	"MMP14"
"M2"	"C18orf32"	"CNN2"
"M2"	"C18orf32"	"IER3IP1"
"M2"	"C18orf32"	"CD82"
"M2"	"C18orf32"	"VMAC"
"M2"	"C18orf32"	"ARHGDIB"
"M2"	"C18orf32"	"DIRAS3"
"M2"	"C18orf32"	"CPEB4"
"M2"	"C18orf32"	"MED13L"
"M2"	"C18orf32"	"HTR1F"
"M2"	"C18orf32"	"FMO3"
"M2"	"C18orf32"	"CAMSAP3"
"M2"	"C18orf32"	"SCIMP"
"M2"	"C18orf32"	"PLD4"
"M2"	"C18orf32"	"PASD1"
"M2"	"C18orf32"	"DHFR"
"M2"	"C18orf32"	"PNMA2"
"M2"	"C18orf32"	"CCPG1"
"M2"	"C18orf32"	"PARP16"
"M2"	"C18orf32"	"NBAS"
"M2"	"C18orf32"	"ANKRD24"
"M2"	"C18orf32"	"DPCR1"
"M2"	"C18orf32"	"TBC1D1"
"M2"	"C18orf32"	"CARTPT"
"M2"	"C18orf32"	"MED16"
"M2"	"C18orf32"	"BRI3BP"
"M2"	"C18orf32"	"RHBDL3"
"M2"	"PATL1"	"TGFBR2"
"M2"	"CBL"	"NCF2"
"M2"	"CBL"	"ZNF337"
"M2"	"CBL"	"RASA2"
"M2"	"MLF1"	"EDNRB"
"M2"	"HDAC9"	"CSF2RB"
"M2"	"SNW1"	"COL8A1"
"M2"	"SNW1"	"SLC37A2"
"M2"	"NCAN"	"CD2AP"
